표준 성분명,표준 영문명
산국꽃추출물,Chrysanthemum Boreale Flower Extract
산국꽃오일,Chrysanthemum Boreale Flower Oil
산국꽃/잎/줄기,Chrysanthemum Boreale Flower/Leaf/Stem
산국꽃/잎/줄기추출물,Chrysanthemum Boreale Flower/Leaf/Stem Extract
산국뿌리추출물,Chrysanthemum Boreale Root Extract
샤스타데이지꽃추출물,Chrysanthemum Burbankii Flower Extract
코키네움국화꽃추출물,Chrysanthemum Coccineum Flower Extract
감국캘러스배양추출물,Chrysanthemum Indicum Callus Culture Extract
감국추출물,Chrysanthemum Indicum Extract
감국꽃추출물,Chrysanthemum Indicum Flower Extract
감국꽃/잎/줄기추출물,Chrysanthemum Indicum Flower/Leaf/Stem Extract
감국꽃/잎/줄기오일,Chrysanthemum Indicum Flower/Leaf/Stem Oil
국화추출물,Chrysanthemum Morifolium Flower Extract
국화/산사나무열매/(쑥/뽕나무/쇠비름)잎/쇠비름줄기/갈근/(다 래/갈대)싹/엉겅퀴/서양민들레/수크로오스발효여과물,"Chrysanthemum Morifolium Flower/Crataegus
Oxyacantha Fruit/(Artemisia Princeps/Morus Alba/Portulaca Oleracea) Leaf/Portulaca Oleracea Stem/Pueraria Thunbergiana Root/(Actinidia Arguta/Phragmites Communis) Sprout/Cirsium Japonicum/Taraxacum Officinale/Sucrose Ferment
Filtrate"
피버퓨추출물,Chrysanthemum Parthenium (Feverfew) Extract
피버퓨꽃추출물,Chrysanthemum Parthenium (Feverfew) Flower Extract
피버퓨꽃가루,Chrysanthemum Parthenium (Feverfew) Flower Powder
피버퓨꽃/잎/줄기즙,Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice
구절초추출물,Chrysanthemum Sibiricum Extract
시넨스국화꽃추출물,Chrysanthemum Sinense Flower Extract
산구절초캘러스추출물,Chrysanthemum Zawadskii Callus Extract
산구절초추출물,Chrysanthemum Zawadskii Extract
산구절초꽃추출물,Chrysanthemum Zawadskii Flower Extract
산구절초꽃/잎/줄기,Chrysanthemum Zawadskii Flower/Leaf/Stem
산구절초싹추출물,Chrysanthemum Zawadskii Sprout Extract
산구절초수,Chrysanthemum Zawadskii Water
크리세오박테리움MK-8균주발효여과물,Chryseobacterium sp. MK-8 Ferment Filtrate
크리신,Chrysin
스타애플열매추출물,Chrysophyllum Cainito Fruit Extract
염기성황색57호,CI 12719
CI 21108,CI 21108
금,CI 77480
구척오일,Cibotium Barometz Oil
매미허물추출물,Cicada Shell Extract
이집트콩추출물,Cicer Arietinum Seed Extract
이집트콩가루,Cicer Arietinum Seed Powder
이집트콩싹추출물,Cicer Arietinum Sprout Extract
치커리꽃추출물,Cichorium Intybus (Chicory) Flower Extract
치커리잎추출물,Cichorium Intybus (Chicory) Leaf Extract
치커리뿌리추출물,Cichorium Intybus (Chicory) Root Extract
치커리뿌리올리고사카라이드,Cichorium Intybus (Chicory) Root Oligosaccharides
치커리씨오일,Cichorium Intybus (Chicory) Seed Oil
시클로피록스올아민,Ciclopirox Olamine
개승마추출물,Cimicifuga Acerina Extract
눈빛승마추출물,Cimicifuga Dahurica Root Extract
눈빛승마뿌리/의성개나리열매/스페인감초뿌리/작약뿌리/도라 지뿌리/칡뿌리추출물,"Cimicifuga Dahurica Root/Forsythia Virdissima
Fruit/Glycyrrhiza Glabra (Licorice) Root/Paeonia Lactiflora Root/Platycodon Grandiflorus Root/Pueraria Lobata
RAonogtelEicxatraAcctutiloba Root/Citrus Aurantium Amara (Bitter"
라케모사승마뿌리,Cimicifuga Racemosa Root
라케모사승마뿌리추출물,Cimicifuga Racemosa Root Extract
촛대승마잎/줄기추출물,Cimicifuga Simplex Leaf/Stem Extract
촛대승마추출물,Cimicifuga Simplex Root Extract
신코나껍질추출물,Cinchona Calisaya Bark Extract
신코나추출물,Cinchona Calisaya Extract
레드신코나나무껍질추출물,Cinchona Pubescens Bark Extract
키나나무껍질추출물,Cinchona Succirubra Bark Extract
신코닌,Cinchonine
시네올,Cineole
신남알,Cinnamal
신나믹애씨드,Cinnamic Acid
신나미도프로필트라이모늄클로라이드,Cinnamidopropyltrimonium Chloride
녹나무부정근추출물,Cinnamomum Camphora (Camphor) Adventitious Root Extract
녹나무껍질추출물,Cinnamomum Camphora (Camphor) Bark Extract
녹나무껍질오일,Cinnamomum Camphora (Camphor) Bark Oil
녹나무가지/잎추출물,Cinnamomum Camphora (Camphor) Branch/Leaf Extract
녹나무검추출물,Cinnamomum Camphora (Camphor) Gum Extract
녹나무잎추출물,Cinnamomum Camphora (Camphor) Leaf Extract
녹나무잎오일,Cinnamomum Camphora (Camphor) Leaf Oil
녹나무오일,Cinnamomum Camphora (Camphor) Oil
녹나무피토플라센타추출물,Cinnamomum Camphora (Camphor) Phytoplacenta Extract
리날루리페룸녹나무목부오일,Cinnamomum Camphora Linalooliferum Wood Oil
녹나무목부오일,Cinnamomum Camphora Wood Oil
육계나무껍질,Cinnamomum Cassia Bark
육계나무껍질추출물,Cinnamomum Cassia Bark Extract
육계나무껍질오일,Cinnamomum Cassia Bark Oil
육계나무껍질수,Cinnamomum Cassia Bark Water
육계나무껍질/탱자열매/삼백초잎/뿌리/도둑놈의지팡이뿌리추 출물,Cinnamomum Cassia Bark/Poncirus Trifoliata Fruit/Saururus Chinensis Leaf/Root/Sophora Angustifolia Root Extract
육계나무껍질/정향싹/로즈마리잎/타임잎오일,Cinnamomum Cassia Bark/Syzgium Aromaticum Bud/Rosmarinus Officinalis (Rosemary) Leaf/Thymus Vulgaris (Thyme) Leaf Oil
육계나무껍질/정향싹/로즈마리잎/타임잎수,Cinnamomum Cassia Bark/Syzgium Aromaticum Bud/Rosmarinus Officinalis (Rosemary) Leaf/Thymus Vulgaris (Thyme) Leaf Water
육계가지/인동덩굴꽃/(우엉/오미자열매)/모란뿌리/향유추출물,Cinnamomum Cassia Branch/Honeysuckle Flower/(Arctium Lappa/Schisandra Chinensis Fruit)/Paeonia Suffruticosa Root/Elsholtzia Ciliata Extract
육계전초추출물,Cinnamomum Cassia Extract
육계잎추출물,Cinnamomum Cassia Leaf Extract
육계잎오일,Cinnamomum Cassia Leaf Oil
육계전초오일,Cinnamomum Cassia Oil
생달나무껍질추출물,Cinnamomum Japonicum Bark Extract
생달나무잎추출물,Cinnamomum Japonicum Leaf Extract
사이공시나몬나무껍질추출물,Cinnamomum Loureiroi Bark Extract
인디안베이리프잎추출물,Cinnamomum Tamala Leaf Extract
실론시나몬나무껍질추출물,Cinnamomum Zeylanicum Bark Extract
실론시나몬나무껍질오일,Cinnamomum Zeylanicum Bark Oil
실론시나몬나무껍질가루,Cinnamomum Zeylanicum Bark Powder
실론시나몬잎오일,Cinnamomum Zeylanicum Leaf Oil
친나모스마 프라그란스잎오일,Cinnamosma Fragrans Leaf Oil
신나모일하이드록사믹애씨드,Cinnamoylhydroxamic Acid
신나밀아세테이트,Cinnamyl Acetate
신나밀알코올,Cinnamyl Alcohol
시녹세이트,Cinoxate
키파데사 바키페라꽃/잎/줄기추출물,Cipadessa Baccifera Flower/Leaf/Stem Extract
쇠털이슬추출물,Circaea Cordata Extract
엉겅퀴추출물,Cirsium (Thistle) Extract
엉겅퀴꽃/잎/줄기추출물,Cirsium (Thistle) Flower/Leaf/Stem Extract
울리티슬캘러스추출물,Cirsium Eriophorum Callus Extract
엉겅퀴꽃추출물,Cirsium Japonicum Flower Extract
바늘엉겅퀴추출물,Cirsium Rhinoceros Extract
고려엉겅퀴잎추출물,Cirsium Setidens Leaf Extract
"시스-2-메틸-4-프로필-1,3-옥사티안","CIS-2-Methyl-4-Propyl-1,3-Oxathiane"
시스-자스몬,cis-jasmone
벨벳리프나무껍질추출물,Cissampelos Pareira Bark Extract
벨벳리프뿌리추출물,Cissampelos Pareira Root Extract
정글바인열매추출물,Cissus Hypoglauca Fruit Extract
육종용줄기추출물,Cistanche Deserticola Stem Extract
관화육종용추출물,Cistanche Tubulosa Extract
관화육종용뿌리추출물,Cistanche Tubulosa Root Extract
관화육종용줄기추출물,Cistanche Tubulosa Stem Extract
락로즈추출물,Cistus Incanus Extract
락로즈꽃/잎/줄기추출물,Cistus Incanus Flower/Leaf/Stem Extract
라다넘꽃왁스,Cistus Ladaniferus Flower Wax
라다넘잎/줄기추출물,Cistus Ladaniferus Leaf/Stem Extract
라다넘잎/줄기수,Cistus Ladaniferus Leaf/Stem Water
라다넘오일,Cistus Ladaniferus Oil
라다넘수지,Cistus Ladaniferus Resin
라다넘수지추출물,Cistus Ladaniferus Resin Extract
라다넘잔가지추출물,Cistus Ladaniferus Twig Extract
치스투스 몬스펠리엔시스추출물,Cistus Monspeliensis Extract
치스투스 몬스펠리엔시스꽃/잎/줄기추출물,Cistus Monspeliensis Flower/Leaf/Stem Extract
시트랄,Citral
시트릭애씨드,Citric Acid
황수정,Citrine
황수정추출물,Citrine Extract
시트로박터/콩단백질발효물,Citrobacter/Soy Protein Ferment
깔라몬딘오렌지열매추출물,Citrofortunella Microcarpa Fruit Extract
깔라몬딘오렌지즙,Citrofortunella Microcarpa Fruit Juice
시트로넬알,Citronellal
시트로넬올,Citronellol
시트로넬릴아세테이트,Citronellyl Acetate
시트로넬릴메틸크로토네이트,Citronellyl Methylcrotonate
시트룰린,Citrulline
콜로신스열매추출물,Citrullus Colocynthis Fruit Extract
콜로신스가루,Citrullus Colocynthis Powder
수박추출물,Citrullus Lanatus (Watermelon) Fruit Extract
수박즙,Citrullus Lanatus (Watermelon) Fruit Juice
수박씨추출물,Citrullus Lanatus (Watermelon) Seed Extract
수박씨오일,Citrullus Lanatus (Watermelon) Seed Oil
라임꽃추출물,Citrus Aurantifolia (Lime) Flower Extract
라임꽃/구즈그라스추출물,Citrus Aurantifolia (Lime) Flower/Galium Aparine Extract
라임꽃/블랙엘더베리꽃추출물,Citrus Aurantifolia (Lime) Flower/Sambucus Nigra Flower Extract
라임,Citrus Aurantifolia (Lime) Fruit
라임추출물,Citrus Aurantifolia (Lime) Fruit Extract
라임수,Citrus Aurantifolia (Lime) Fruit Water
라임즙,Citrus Aurantifolia (Lime) Juice
라임잎추출물,Citrus Aurantifolia (Lime) Leaf Extract
라임잎오일,Citrus Aurantifolia (Lime) Leaf Oil
라임전초오일,Citrus Aurantifolia (Lime) Oil
라임껍질,Citrus Aurantifolia (Lime) Peel
라임껍질추출물,Citrus Aurantifolia (Lime) Peel Extract
라임껍질오일,Citrus Aurantifolia (Lime) Peel Oil
라임껍질가루,Citrus Aurantifolia (Lime) Peel Powder
라임껍질수,Citrus Aurantifolia (Lime) Peel Water
라임씨오일,Citrus Aurantifolia (Lime) Seed Oil
라임씨오일불검화물,Citrus Aurantifolia (Lime) Seed Oil Unsaponifiables
라임/레몬수,Citrus Aurantifolia (Lime)/Citrus Limon (Lemon) Fruit Water
비터오렌지꽃추출물,Citrus Aurantium Amara (Bitter Orange) Flower Extract
비터오렌지꽃오일,Citrus Aurantium Amara (Bitter Orange) Flower Oil
비터오렌지꽃수,Citrus Aurantium Amara (Bitter Orange) Flower Water
비터오렌지꽃왁스,Citrus Aurantium Amara (Bitter Orange) Flower Wax
비터오렌지추출물,Citrus Aurantium Amara (Bitter Orange) Fruit Extract
비터오렌지즙추출물,Citrus Aurantium Amara (Bitter Orange) Fruit Juice Extract
비터오렌지잎/잔가지추출물,Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract
비터오렌지잎/잔가지오일,Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil
비터오렌지껍질,Citrus Aurantium Amara (Bitter Orange) Peel
비터오렌지껍질추출물,Citrus Aurantium Amara (Bitter Orange) Peel Extract
비터오렌지껍질오일,Citrus Aurantium Amara (Bitter Orange) Peel Oil
비터오렌지껍질가루,Citrus Aurantium Amara (Bitter Orange) Peel Powder
비터오렌지목부추출물,Citrus Aurantium Amara (Bitter Orange) Wood Extract
베르가모트추출물,Citrus Aurantium Bergamia (Bergamot) Fruit Extract
베르가모트오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil
베르가모트열매수,Citrus Aurantium Bergamia (Bergamot) Fruit Water
베르가모트잎세포추출물,Citrus Aurantium Bergamia (Bergamot) Leaf Cell Extract
베르가모트잎추출물,Citrus Aurantium Bergamia (Bergamot) Leaf Extract
베르가모트잎오일,Citrus Aurantium Bergamia (Bergamot) Leaf Oil
베르가모트껍질오일,Citrus Aurantium Bergamia (Bergamot) Peel Oil
베르가모트껍질수,Citrus Aurantium Bergamia (Bergamot) Peel Water
라라하오렌지껍질오일,Citrus Aurantium Currassuviensis Peel Oil
오렌지캘러스배양추출물,Citrus Aurantium Dulcis (Orange) Callus Culture Extract
오렌지꽃,Citrus Aurantium Dulcis (Orange) Flower
오렌지꽃추출물,Citrus Aurantium Dulcis (Orange) Flower Extract
오렌지꽃오일,Citrus Aurantium Dulcis (Orange) Flower Oil
오렌지꽃수,Citrus Aurantium Dulcis (Orange) Flower Water
오렌지꽃왁스,Citrus Aurantium Dulcis (Orange) Flower Wax
오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract
오렌지가루,Citrus Aurantium Dulcis (Orange) Fruit Powder
오렌지수,Citrus Aurantium Dulcis (Orange) Fruit Water
오렌지즙,Citrus Aurantium Dulcis (Orange) Juice
오렌지잎추출물,Citrus Aurantium Dulcis (Orange) Leaf Extract
오렌지오일,Citrus Aurantium Dulcis (Orange) Oil
오렌지껍질추출물,Citrus Aurantium Dulcis (Orange) Peel Extract
오렌지껍질오일,Citrus Aurantium Dulcis (Orange) Peel Oil
오렌지껍질가루,Citrus Aurantium Dulcis (Orange) Peel Powder
오렌지껍질왁스,Citrus Aurantium Dulcis (Orange) Peel Wax
오렌지씨추출물,Citrus Aurantium Dulcis (Orange) Seed Extract
오렌지씨오일,Citrus Aurantium Dulcis (Orange) Seed Oil
오렌지씨오일불검화물,Citrus Aurantium Dulcis (Orange) Seed Oil Unsaponifiables
비터오렌지잎오일,Citrus Aurantium Leaf Oil
당귤나무식이섬유,Citrus Aurantium Sinensis (Orange) Fiber
당귤나무껍질추출물,Citrus Aurantium Sinensis Peel Extract
타치바나오렌지껍질추출물,Citrus Aurantium Tachibana Peel Extract
호주핑거라임열매추출물,Citrus Australasica Fruit Extract
호주핑거라임씨오일,Citrus Australasica Seed Oil
클레멘타인열매추출물,Citrus Clementina Fruit Extract
클레멘타인즙,Citrus Clementina Juice
클레멘타인잎세포추출물,Citrus Clementina Leaf Cell Extract
클레멘타인껍질오일,Citrus Clementina Peel Oil
플랫레몬열매추출물,Citrus Depressa Fruit Extract
플랫레몬수,Citrus Depressa Fruit Water
플랫레몬껍질추출물,Citrus Depressa Peel Extract
플랫레몬껍질오일,Citrus Depressa Peel Oil
플랫레몬껍질수,Citrus Depressa Peel Water
데저트라임열매추출물,Citrus Glauca Fruit Extract
왕귤나무,Citrus Grandis (Grapefruit)
왕귤나무추출물,Citrus Grandis (Grapefruit) Extract
왕귤추출물,Citrus Grandis (Grapefruit) Fruit Extract
왕귤수,Citrus Grandis (Grapefruit) Fruit Water
왕귤즙,Citrus Grandis (Grapefruit) Juice
왕귤나무잎추출물,Citrus Grandis (Grapefruit) Leaf Extract
왕귤껍질,Citrus Grandis (Grapefruit) Peel
왕귤껍질추출물,Citrus Grandis (Grapefruit) Peel Extract
왕귤껍질오일,Citrus Grandis (Grapefruit) Peel Oil
왕귤껍질가루,Citrus Grandis (Grapefruit) Peel Powder
왕귤씨추출물,Citrus Grandis (Grapefruit) Seed Extract
왕귤씨오일,Citrus Grandis (Grapefruit) Seed Oil
왕귤씨오일불검화물,Citrus Grandis (Grapefruit) Seed Oil Unsaponifiables
왕귤껍질/씨추출물,Citrus Grandis Peel/Seed Extract
왕귤/자몽수,Citrus Grandis/Paradisi Fruit Water
핫사쿠오렌지열매추출물,Citrus Hassaku Fruit Extract
카피르라임잎추출물,Citrus Hystrix Leaf Extract
카피르라임잎오일,Citrus Hystrix Leaf Oil
카피르라임껍질오일,Citrus Hystrix Peel Oil
카피르라임껍질압착오일,Citrus Hystrix Peel Oil Expressed
키투루스 이요열매추출물,Citrus Iyo Fruit Extract
키투루스 이요껍질추출물,Citrus Iyo Peel Extract
자바라껍질추출물,Citrus Jabara Peel Extract
자바라과피추출물,Citrus Jabara Pericarp Extract
둥근금감추출물,Citrus Japonica Fruit Extract
유자나무캘러스추출물,Citrus Junos Callus Extract
유자나무추출물,Citrus Junos Extract
유자추출물,Citrus Junos Fruit Extract
유자즙,Citrus Junos Fruit Juice
유자오일,Citrus Junos Fruit Oil
유자가루,Citrus Junos Fruit Powder
유자수,Citrus Junos Fruit Water
유자/수크로오스발효여과물,Citrus Junos Fruit/Sucrose Ferment Filtrate
유자껍질추출물,Citrus Junos Peel Extract
유자껍질오일,Citrus Junos Peel Oil
유자껍질가루,Citrus Junos Peel Powder
유자껍질수,Citrus Junos Peel Water
유자씨추출물,Citrus Junos Seed Extract
유자씨오일,Citrus Junos Seed Oil
타히티라임껍질오일,Citrus Latifolia Peel Oil
레몬싹추출물,Citrus Limon (Lemon) Bud Extract
레몬꽃/잎/줄기추출물,Citrus Limon (Lemon) Flower/Leaf/Stem Extract
레몬꽃/잎/줄기오일,Citrus Limon (Lemon) Flower/Leaf/Stem Oil
레몬추출물,Citrus Limon (Lemon) Fruit Extract
레몬오일,Citrus Limon (Lemon) Fruit Oil
레몬가루,Citrus Limon (Lemon) Fruit Powder
레몬수,Citrus Limon (Lemon) Fruit Water
레몬즙,Citrus Limon (Lemon) Juice
레몬즙추출물,Citrus Limon (Lemon) Juice Extract
레몬즙가루,Citrus Limon (Lemon) Juice Powder
레몬잎세포추출물,Citrus Limon (Lemon) Leaf Cell Extract
레몬잎추출물,Citrus Limon (Lemon) Leaf Extract
레몬잎오일,Citrus Limon (Lemon) Leaf Oil
레몬잎/껍질/줄기오일,Citrus Limon (Lemon) Leaf/Peel/Stem Oil
